Country,Location,Job Title,Experience,Education,Company Size,Employment Type,Skills,Salary,Currency
India,Gurgaon,Research Scientist,5,Bachelor,Small,Full-time,"Publication,Python,Machine Learning,NumPy",1927000.0,INR
India,Coimbatore,Data Architect,1,Master,Small,Full-time,"Spark,SQL,Python,Azure,Data Modeling,AWS,Architecture,Kafka",1197000.0,INR
India,Coimbatore,Data Architect,6,Bachelor,Small,Full-time,"PostgreSQL,AWS,Data Modeling",1657000.0,INR
India,Hyderabad,Cybersecurity Analyst,6,Bachelor,Startup,Full-time,"Risk Analysis,Penetration Testing,Linux,SIEM",1682000.0,INR
India,Mumbai,Solutions Architect,3,PhD,Large,Full-time,"AWS,Python,Security,Azure,REST API,Networking,Docker",2481000.0,INR
India,Coimbatore,Solutions Architect,16,Master,Medium,Full-time,"Security,AWS,Python,Azure,REST API,Docker,Kubernetes,System Design",2882000.0,INR
India,Mumbai,Computer Vision Engineer,0,Bachelor,Startup,Full-time,"Machine Learning,PyTorch,OpenCV,Image Processing,Python,YOLO",1081000.0,INR
India,Chennai,NLP Engineer,0,Bachelor,Large,Full-time,"Transformers,PyTorch,Scikit-learn,Deep Learning,Hugging Face",1057000.0,INR
India,Kolkata,MLOps Engineer,6,Associate,Medium,Full-time,"Git,Kubernetes,Monitoring,CI/CD,AWS,MLflow,Docker",1537000.0,INR
India,Pune,MLOps Engineer,7,Associate,Medium,Full-time,"Python,Git,Airflow,AWS,MLflow,CI/CD,Monitoring",2098000.0,INR
India,Pune,NLP Engineer,0,Bachelor,Medium,Internship,"PyTorch,NLP,Python",387000.0,INR
India,Coimbatore,MLOps Engineer,1,Master,Small,Full-time,"Machine Learning,CI/CD,AWS,Git,Python,MLflow",1031000.0,INR
India,Kolkata,Database Administrator,0,Bachelor,Small,Full-time,"Python,Backup Recovery,SQL,MySQL,PostgreSQL",595000.0,INR
India,Chennai,Product Manager,1,Master,Small,Contract,"Jira,Roadmapping,Product Strategy,Data Analysis,Communication,A/B Testing,SQL",1511000.0,INR
India,Bangalore,IT Manager,6,Associate,Medium,Full-time,"Cloud,Agile,Project Management,SQL,Vendor Management,Leadership,Risk Management,Communication",2087000.0,INR
India,Kolkata,AI Engineer,3,Bachelor,Medium,Full-time,"Computer Vision,Docker,Machine Learning,AWS,MLflow,TensorFlow,Deep Learning",1256000.0,INR
India,Hyderabad,Systems Analyst,1,Bachelor,Small,Full-time,"UML,Excel,Process Mapping,Requirements Gathering,Documentation,SQL",897000.0,INR
India,Pune,Machine Learning Engineer,2,Bachelor,Medium,Contract,"Scikit-learn,PyTorch,AWS,Machine Learning,Docker,TensorFlow,Deep Learning",1538000.0,INR
India,Hyderabad,Backend Developer,0,Associate,Small,Contract,"PostgreSQL,Docker,Kubernetes,SQL,Git",800000.0,INR
India,Pune,Database Administrator,1,PhD,Small,Internship,"Backup Recovery,MongoDB,Python,Security,SQL,Linux,Oracle,Performance Tuning",439000.0,INR
India,Chennai,Full Stack Developer,4,Bachelor,Small,Full-time,"JavaScript,TypeScript,Docker,MongoDB",1324000.0,INR
India,Gurgaon,Mobile Developer,16,Master,Large,Part-time,"Java,React Native,Firebase,Kotlin",1976000.0,INR
India,Noida,Cloud Architect,8,Bachelor,Medium,Full-time,"AWS,Docker,Terraform,Linux,GCP,Azure,Security",2528000.0,INR
India,Kolkata,Full Stack Developer,0,PhD,Startup,Full-time,"Docker,REST API,MongoDB",849000.0,INR
India,Kolkata,Blockchain Developer,10,Bachelor,Small,Part-time,"Cryptography,Web3.js,Git,Docker,Python,Ethereum,Smart Contracts,Solidity",1152000.0,INR
India,Gurgaon,Software Engineer,6,PhD,Startup,Full-time,"REST API,Linux,SQL,System Design,Agile,Git,Python,Docker",2113000.0,INR
India,Bangalore,Systems Analyst,6,High School,Large,Full-time,"System Design,Documentation,UML,Python,Excel,Requirements Gathering",1689000.0,INR
India,Pune,Solutions Architect,2,Master,Medium,Full-time,"Microservices,AWS,System Design,Docker,Networking,Python,Azure",1950000.0,INR
India,Bangalore,Data Engineer,2,Master,Small,Contract,"Spark,Scala,ETL,Hadoop,SQL,Kafka,PostgreSQL",1805000.0,INR
India,Kolkata,Blockchain Developer,1,Bachelor,Small,Full-time,"Docker,Web3.js,Solidity,Smart Contracts,Python",895000.0,INR
India,Coimbatore,Scrum Master,0,Associate,Small,Full-time,"Communication,Stakeholder Management,Coaching,Risk Management",548000.0,INR
India,Coimbatore,Cloud Architect,1,Bachelor,Startup,Full-time,"Terraform,Networking,Docker",1125000.0,INR
India,Delhi,Scrum Master,1,PhD,Large,Full-time,"Kanban,Facilitation,Communication,Jira,Scrum,Agile,Risk Management,Coaching",1528000.0,INR
India,Mumbai,Mobile Developer,2,Bachelor,Medium,Internship,"Firebase,Android,Swift,React Native,REST API,Git",542000.0,INR
India,Coimbatore,Data Analyst,6,Bachelor,Large,Full-time,"SQL,Power BI,Data Visualization",1195000.0,INR
India,Coimbatore,AI Engineer,2,Bachelor,Small,Full-time,"PyTorch,Deep Learning,AWS,Python,TensorFlow",1099000.0,INR
India,Pune,Solutions Architect,0,High School,Large,Full-time,"Security,AWS,REST API",1232000.0,INR
India,Delhi,NLP Engineer,14,Master,Startup,Full-time,"Python,Deep Learning,BERT,Machine Learning",2939000.0,INR
India,Pune,Solutions Architect,12,Associate,Enterprise,Full-time,"REST API,Azure,System Design,Python,Security,Networking,Microservices",3270000.0,INR
India,Kolkata,Full Stack Developer,6,Bachelor,Enterprise,Full-time,"React,REST API,Git,Node.js,Docker",1477000.0,INR
India,Hyderabad,Product Manager,21,Master,Medium,Internship,"SQL,UX Research,Communication,Agile,Product Strategy",517000.0,INR
India,Bangalore,Prompt Engineer,3,Bachelor,Medium,Full-time,"ChatGPT,Research,API Integration,Prompt Design,LangChain",1513000.0,INR
India,Kolkata,DevOps Engineer,14,Master,Large,Full-time,"AWS,Git,Ansible,Python,Kubernetes,Docker,Linux",2489000.0,INR
India,Hyderabad,NLP Engineer,0,Associate,Medium,Full-time,"NLP,Transformers,Machine Learning",945000.0,INR
India,Chennai,Machine Learning Engineer,2,Bachelor,Startup,Full-time,"Kubernetes,Python,Deep Learning,Scikit-learn,MLflow,Docker",1217000.0,INR
India,Chennai,Data Engineer,1,Bachelor,Small,Full-time,"Hadoop,SQL,Airflow,ETL,PostgreSQL,Spark,Python",1159000.0,INR
India,Pune,Research Scientist,0,Master,Small,Full-time,"TensorFlow,Python,Deep Learning,Statistics,Machine Learning,Scikit-learn,Research,Publication",1264000.0,INR
India,Noida,Software Engineer,0,Bachelor,Large,Internship,"Java,REST API,System Design,JavaScript,Python,Linux",370000.0,INR
India,Noida,Blockchain Developer,4,Bachelor,Small,Full-time,"Web3.js,Smart Contracts,Git,Python,Docker,JavaScript,Node.js",1629000.0,INR
India,Hyderabad,DevOps Engineer,6,Bachelor,Large,Full-time,"Terraform,Jenkins,Python,Git,Kubernetes,Ansible,AWS",2006000.0,INR
India,Coimbatore,Software Engineer,3,Bachelor,Medium,Full-time,"Docker,JavaScript,Python,SQL,System Design",965000.0,INR
India,Pune,Data Analyst,0,Master,Medium,Full-time,"Pandas,Statistics,SQL,Python,Excel",721000.0,INR
India,Hyderabad,MLOps Engineer,7,Bachelor,Startup,Full-time,"Python,MLflow,Airflow,Git,CI/CD,Kubernetes",2069000.0,INR
India,Pune,Frontend Developer,4,Master,Small,Full-time,"TypeScript,CSS,HTML,Node.js,JavaScript,React",1401000.0,INR
India,Hyderabad,QA Engineer,2,Bachelor,Startup,Full-time,"Test Automation,Manual Testing,REST API",865000.0,INR
India,Chennai,Cybersecurity Analyst,5,Master,Enterprise,Full-time,"Network Security,Compliance,Python,Linux",1821000.0,INR
India,Delhi,Software Engineer,1,Bachelor,Startup,Contract,"System Design,Python,REST API",994000.0,INR
India,Pune,QA Engineer,1,Bachelor,Large,Full-time,"Jira,Test Automation,REST API,Manual Testing,Selenium,Python,Agile,Git",846000.0,INR
India,Delhi,Prompt Engineer,11,Bachelor,Large,Full-time,"Prompt Design,Transformers,Python,Machine Learning,ChatGPT,Research,Communication,LangChain",2496000.0,INR
India,Chennai,Blockchain Developer,1,Master,Startup,Internship,"Git,Node.js,Ethereum,Smart Contracts",461000.0,INR
India,Noida,Scrum Master,2,Bachelor,Medium,Full-time,"Scrum,Coaching,Agile,Facilitation,Kanban,Leadership,Risk Management,Jira",1265000.0,INR
India,Gurgaon,Product Manager,9,Master,Enterprise,Contract,"Roadmapping,SQL,A/B Testing,Agile",3060000.0,INR
India,Bangalore,Data Analyst,5,Master,Startup,Full-time,"SQL,Power BI,Data Visualization,Python,Tableau,Pandas,Statistics,Excel",1652000.0,INR
India,Kolkata,Cybersecurity Analyst,0,Bachelor,Medium,Full-time,"Risk Analysis,Encryption,Firewalls,Python,Linux,Network Security,SIEM",698000.0,INR
India,Bangalore,MLOps Engineer,0,Bachelor,Startup,Full-time,"Git,Docker,MLflow,Kubernetes,Monitoring,CI/CD,Python",1094000.0,INR
India,Bangalore,Software Engineer,0,Associate,Small,Full-time,"Linux,JavaScript,Java,Python,Git,System Design,REST API",794000.0,INR
India,Kolkata,Data Engineer,4,Bachelor,Large,Full-time,"Airflow,Spark,Kafka,ETL,PostgreSQL,AWS",1334000.0,INR
India,Chennai,Computer Vision Engineer,2,Master,Small,Contract,"NumPy,OpenCV,Machine Learning,YOLO,Deep Learning,Image Processing",1542000.0,INR
India,Chennai,NLP Engineer,0,Master,Small,Full-time,"Transformers,Hugging Face,TensorFlow,Deep Learning,NLP,Python,Machine Learning,PyTorch",1115000.0,INR
India,Noida,DevOps Engineer,14,Bachelor,Enterprise,Full-time,"Terraform,Ansible,Linux,Docker,Kubernetes,Python",2904000.0,INR
India,Gurgaon,Data Engineer,3,Bachelor,Medium,Part-time,"Hadoop,Spark,Airflow",913000.0,INR
India,Mumbai,IT Manager,1,Bachelor,Large,Part-time,"Budgeting,ITIL,Risk Management,Leadership,Agile,Vendor Management",775000.0,INR
India,Bangalore,Solutions Architect,3,Bachelor,Small,Full-time,"Azure,Microservices,AWS",1979000.0,INR
India,Coimbatore,Systems Analyst,5,Master,Large,Full-time,"Documentation,UML,SQL,Excel,Python,Communication",1363000.0,INR
India,Bangalore,MLOps Engineer,0,Bachelor,Medium,Full-time,"CI/CD,Monitoring,Python,Kubernetes,Git,Docker,AWS",1195000.0,INR
India,Mumbai,DevOps Engineer,1,Master,Startup,Contract,"Linux,Jenkins,Kubernetes,Ansible,AWS,Docker,Terraform",1435000.0,INR
India,Pune,Mobile Developer,7,Bachelor,Small,Contract,"Java,Swift,Git,Firebase,Android,Kotlin",1897000.0,INR
India,Noida,Computer Vision Engineer,2,Bachelor,Medium,Full-time,"Scikit-learn,OpenCV,Python,YOLO,PyTorch",1395000.0,INR
India,Delhi,UX Designer,3,Bachelor,Large,Full-time,"CSS,Prototyping,Communication,Adobe XD,UX Research",1212000.0,INR
India,Delhi,Blockchain Developer,2,High School,Medium,Part-time,"Ethereum,Cryptography,Git,Smart Contracts,Solidity,Python,Docker,JavaScript",858000.0,INR
India,Mumbai,NLP Engineer,0,Bachelor,Startup,Full-time,"Deep Learning,NLP,Scikit-learn,Transformers",962000.0,INR
India,Bangalore,Mobile Developer,0,Master,Medium,Full-time,"REST API,Flutter,iOS,Firebase,Android,Java,Git",1144000.0,INR
India,Delhi,Network Engineer,2,Master,Large,Full-time,"TCP/IP,Cisco,Switching,VPN,Routing,Security,Firewall",1257000.0,INR
India,Mumbai,Scrum Master,1,Bachelor,Small,Full-time,"Agile,Facilitation,Stakeholder Management,Jira",1004000.0,INR
India,Kolkata,Systems Analyst,0,Bachelor,Small,Full-time,"Process Mapping,Python,SQL,Requirements Gathering,Excel,System Design,Agile",499000.0,INR
India,Chennai,Solutions Architect,8,Associate,Enterprise,Full-time,"Azure,REST API,Microservices,Docker,Kubernetes,Security,Networking",2589000.0,INR
India,Hyderabad,Solutions Architect,17,Master,Large,Full-time,"Azure,REST API,Networking",3781000.0,INR
India,Chennai,Solutions Architect,7,High School,Enterprise,Part-time,"Docker,REST API,Microservices,Security,AWS",1438000.0,INR
India,Bangalore,UX Designer,8,PhD,Enterprise,Full-time,"Figma,User Testing,UX Research,HTML,Prototyping,Wireframing,Communication",2582000.0,INR
India,Mumbai,Cloud Architect,1,Bachelor,Startup,Full-time,"Networking,GCP,Azure,Python,Security,Terraform,Docker",1715000.0,INR
India,Pune,Prompt Engineer,14,Bachelor,Large,Full-time,"Research,Transformers,Machine Learning,Communication,Python,ChatGPT,LangChain",2762000.0,INR
India,Delhi,NLP Engineer,0,Master,Small,Full-time,"Python,PyTorch,Scikit-learn,Deep Learning,Hugging Face,NLP",1111000.0,INR
India,Delhi,UX Designer,13,High School,Large,Internship,"Sketch,User Testing,Adobe XD,HTML,Wireframing,Communication",507000.0,INR
India,Delhi,Data Scientist,23,Bachelor,Startup,Contract,"Deep Learning,TensorFlow,Pandas,SQL",4090000.0,INR
India,Mumbai,Systems Analyst,5,Bachelor,Large,Full-time,"System Design,UML,Agile,Excel,Requirements Gathering,SQL,Process Mapping",1657000.0,INR
India,Chennai,Full Stack Developer,17,Bachelor,Large,Full-time,"Node.js,TypeScript,MongoDB,Python",2878000.0,INR
India,Pune,Cloud Architect,3,Bachelor,Enterprise,Full-time,"Docker,GCP,Networking,Azure,Terraform,Kubernetes",1987000.0,INR
India,Mumbai,Network Engineer,1,Master,Large,Full-time,"Switching,Routing,Firewall,Networking,Linux,VPN,Cisco,TCP/IP",1160000.0,INR
India,Bangalore,Data Scientist,2,Master,Enterprise,Full-time,"TensorFlow,SQL,Scikit-learn,Statistics,Python",1774000.0,INR
India,Noida,Product Manager,4,High School,Enterprise,Full-time,"Data Analysis,A/B Testing,UX Research",1615000.0,INR
India,Bangalore,DevOps Engineer,0,PhD,Medium,Internship,"Python,Jenkins,Linux",453000.0,INR
India,Hyderabad,Network Engineer,4,Bachelor,Startup,Full-time,"Switching,TCP/IP,Routing,Security",1240000.0,INR
India,Noida,Business Analyst,17,Bachelor,Enterprise,Full-time,"SQL,Power BI,Tableau",2884000.0,INR
India,Bangalore,Database Administrator,0,Bachelor,Large,Full-time,"SQL,Backup Recovery,Python,MySQL,Oracle",892000.0,INR
India,Pune,Research Scientist,7,Associate,Enterprise,Full-time,"NumPy,Publication,Python,Statistics,Machine Learning",2171000.0,INR
India,Gurgaon,DevOps Engineer,10,Bachelor,Enterprise,Full-time,"Kubernetes,Python,Linux",2629000.0,INR
India,Gurgaon,Machine Learning Engineer,12,PhD,Enterprise,Full-time,"PyTorch,MLflow,Kubernetes,Python",3322000.0,INR
India,Gurgaon,Machine Learning Engineer,14,Bachelor,Small,Part-time,"Docker,Python,Machine Learning,AWS,PyTorch,MLflow",1905000.0,INR
India,Hyderabad,Data Scientist,3,Bachelor,Small,Full-time,"Data Visualization,SQL,Deep Learning,Python,TensorFlow,NumPy,Machine Learning",1583000.0,INR
India,Hyderabad,Data Architect,17,Bachelor,Small,Full-time,"SQL,Spark,Kafka,AWS,PostgreSQL",3508000.0,INR
India,Gurgaon,Backend Developer,6,Master,Small,Full-time,"Git,Java,REST API,Kubernetes,Python,Redis",1961000.0,INR
India,Kolkata,Cybersecurity Analyst,0,Master,Medium,Contract,"Risk Analysis,Python,Network Security,Firewalls",883000.0,INR
India,Delhi,Full Stack Developer,2,Bachelor,Enterprise,Full-time,"Python,JavaScript,React,REST API,MongoDB,Node.js,SQL",1501000.0,INR
India,Noida,Scrum Master,5,High School,Medium,Full-time,"Kanban,Scrum,Agile,Stakeholder Management,Risk Management,Leadership,Jira,Communication",1621000.0,INR
India,Noida,Cloud Architect,1,Bachelor,Large,Contract,"Networking,AWS,GCP,Security",1652000.0,INR
India,Delhi,Solutions Architect,4,Associate,Startup,Full-time,"Microservices,Security,Docker,System Design",1864000.0,INR
India,Chennai,Full Stack Developer,4,Bachelor,Medium,Part-time,"REST API,Docker,Git,TypeScript",750000.0,INR
India,Kolkata,Cloud Architect,0,Bachelor,Small,Full-time,"Security,GCP,Azure",1005000.0,INR
India,Gurgaon,DevOps Engineer,3,Bachelor,Small,Full-time,"Linux,Terraform,CI/CD,Ansible,AWS,Python,Jenkins",1532000.0,INR
India,Delhi,Product Manager,6,Bachelor,Large,Full-time,"SQL,Data Analysis,Agile",1985000.0,INR
India,Mumbai,Data Analyst,3,Bachelor,Enterprise,Full-time,"Python,Statistics,R,Excel,SQL,Power BI",1278000.0,INR
India,Noida,Data Scientist,0,PhD,Startup,Full-time,"SQL,Pandas,Statistics,NumPy,Deep Learning",1191000.0,INR
India,Mumbai,Computer Vision Engineer,0,Master,Medium,Full-time,"Machine Learning,Image Processing,Python,PyTorch,NumPy,Deep Learning,Scikit-learn,TensorFlow",1249000.0,INR
India,Delhi,IT Manager,1,Bachelor,Enterprise,Full-time,"Agile,Risk Management,ITIL,Cloud,Communication,Vendor Management",1396000.0,INR
India,Delhi,IT Manager,11,Bachelor,Enterprise,Part-time,"Budgeting,Agile,Vendor Management,Project Management,Leadership,ITIL",1563000.0,INR
India,Bangalore,MLOps Engineer,1,Bachelor,Medium,Full-time,"Kubernetes,Git,Airflow,Docker,AWS,Monitoring,Machine Learning,CI/CD",1396000.0,INR
India,Bangalore,Network Engineer,4,Bachelor,Medium,Full-time,"Networking,Linux,Routing",1350000.0,INR
India,Pune,Backend Developer,1,Master,Medium,Full-time,"Python,REST API,SQL,Kubernetes,Docker,Redis",1135000.0,INR
India,Pune,Machine Learning Engineer,1,Bachelor,Medium,Full-time,"Python,Machine Learning,Deep Learning,Kubernetes,Docker,Scikit-learn,MLflow,PyTorch",1223000.0,INR
India,Hyderabad,Product Manager,8,Master,Small,Full-time,"SQL,UX Research,Stakeholder Management,Product Strategy",2350000.0,INR
India,Hyderabad,DevOps Engineer,5,PhD,Enterprise,Contract,"AWS,Kubernetes,CI/CD,Docker,Linux,Python,Jenkins",2497000.0,INR
India,Gurgaon,QA Engineer,0,Bachelor,Enterprise,Full-time,"Test Automation,JUnit,REST API,Jira,Java,Agile,Selenium,Manual Testing",811000.0,INR
India,Bangalore,Data Architect,2,Bachelor,Small,Full-time,"SQL,Spark,AWS,PostgreSQL,Architecture,Kafka,Python",1837000.0,INR
India,Gurgaon,Machine Learning Engineer,0,Associate,Enterprise,Full-time,"Scikit-learn,TensorFlow,PyTorch,Kubernetes,Machine Learning",1258000.0,INR
India,Delhi,Data Scientist,2,Bachelor,Medium,Full-time,"SQL,Statistics,Pandas,Python,TensorFlow,Deep Learning,Machine Learning",1396000.0,INR
India,Gurgaon,Machine Learning Engineer,4,Bachelor,Startup,Contract,"MLflow,AWS,Machine Learning,TensorFlow,Python,PyTorch,Scikit-learn,Kubernetes",2007000.0,INR
India,Delhi,Backend Developer,0,Bachelor,Enterprise,Full-time,"Git,Microservices,Python",981000.0,INR
India,Noida,NLP Engineer,1,Master,Startup,Full-time,"NLP,Deep Learning,PyTorch,BERT,Machine Learning",1197000.0,INR
India,Bangalore,Data Engineer,2,Bachelor,Startup,Full-time,"SQL,Hadoop,Python,PostgreSQL",1360000.0,INR
India,Pune,Machine Learning Engineer,11,Bachelor,Small,Full-time,"Kubernetes,MLflow,Python,Deep Learning,PyTorch",2414000.0,INR
India,Gurgaon,Data Scientist,22,Bachelor,Large,Full-time,"Scikit-learn,SQL,NumPy",3890000.0,INR
India,Bangalore,Backend Developer,0,Master,Enterprise,Part-time,"SQL,Java,Docker,PostgreSQL,Microservices,Python",745000.0,INR
India,Noida,Scrum Master,6,Bachelor,Small,Contract,"Kanban,Communication,Jira,Facilitation,Scrum,Coaching,Risk Management",1906000.0,INR
India,Mumbai,IT Manager,2,Master,Small,Full-time,"Agile,SQL,Budgeting,Communication,ITIL,Leadership,Project Management",1445000.0,INR
India,Pune,Data Engineer,2,Bachelor,Startup,Contract,"Python,ETL,SQL,AWS,Airflow,Scala,PostgreSQL,Spark",1512000.0,INR
India,Kolkata,Full Stack Developer,6,Bachelor,Enterprise,Full-time,"REST API,Git,Docker,MongoDB,JavaScript,TypeScript,Node.js,SQL",1673000.0,INR
India,Coimbatore,Data Architect,11,Associate,Small,Full-time,"SQL,Kafka,Architecture,Spark,Data Modeling",2067000.0,INR
India,Bangalore,Cloud Architect,13,Bachelor,Medium,Full-time,"GCP,Networking,Azure,Docker,Linux,Python,Security",3390000.0,INR
India,Chennai,NLP Engineer,3,Master,Small,Full-time,"PyTorch,Transformers,NLP",1624000.0,INR
India,Bangalore,NLP Engineer,1,Bachelor,Medium,Full-time,"TensorFlow,Transformers,NLP,BERT,Deep Learning",1406000.0,INR
India,Delhi,Scrum Master,6,Master,Large,Contract,"Kanban,Scrum,Communication,Stakeholder Management",2187000.0,INR
India,Kolkata,Cybersecurity Analyst,1,Bachelor,Medium,Full-time,"Risk Analysis,SIEM,Network Security,Linux,Penetration Testing",771000.0,INR
India,Chennai,Solutions Architect,3,Bachelor,Medium,Part-time,"Kubernetes,Microservices,AWS,System Design,REST API,Networking,Docker",1178000.0,INR
India,Gurgaon,UX Designer,1,High School,Startup,Contract,"Prototyping,HTML,Sketch",760000.0,INR
India,Noida,Database Administrator,4,Bachelor,Small,Full-time,"SQL,Security,MySQL,Python,Backup Recovery,PostgreSQL",1319000.0,INR
India,Chennai,Full Stack Developer,1,Master,Large,Contract,"Node.js,REST API,TypeScript,Docker,Python,MongoDB",1346000.0,INR
India,Gurgaon,Research Scientist,0,Master,Small,Full-time,"Publication,Deep Learning,TensorFlow,Python",1250000.0,INR
India,Gurgaon,AI Engineer,11,Bachelor,Medium,Full-time,"NLP,MLflow,Computer Vision",2676000.0,INR
India,Gurgaon,Prompt Engineer,0,Bachelor,Medium,Full-time,"Prompt Design,Communication,Machine Learning,LangChain,ChatGPT,Research",928000.0,INR
India,Delhi,Software Engineer,3,Bachelor,Small,Full-time,"Java,Agile,REST API,JavaScript,Docker,Python",1261000.0,INR
India,Chennai,MLOps Engineer,1,Bachelor,Large,Full-time,"Git,MLflow,Monitoring",1251000.0,INR
India,Hyderabad,Backend Developer,0,Bachelor,Large,Full-time,"Java,Git,Docker,Kubernetes",956000.0,INR
India,Noida,IT Manager,0,Bachelor,Startup,Part-time,"Risk Management,Communication,Leadership",488000.0,INR
India,Mumbai,Full Stack Developer,0,Bachelor,Medium,Full-time,"Node.js,React,TypeScript,MongoDB,SQL",918000.0,INR
India,Bangalore,UX Designer,9,Associate,Medium,Full-time,"Adobe XD,Communication,User Testing",1975000.0,INR
India,Delhi,NLP Engineer,1,Bachelor,Startup,Full-time,"Deep Learning,PyTorch,TensorFlow",1084000.0,INR
India,Pune,Business Analyst,13,High School,Small,Full-time,"Power BI,Jira,Process Mapping,Tableau,Data Visualization,SQL",2184000.0,INR
India,Mumbai,Prompt Engineer,3,Bachelor,Medium,Full-time,"API Integration,Prompt Design,LangChain,NLP,Transformers,ChatGPT,Machine Learning",1460000.0,INR
