Country,Location,Job Title,Experience,Education,Company Size,Employment Type,Skills,Salary,Currency
United States,San Francisco,Frontend Developer,7,Bachelor,Large,Full-time,"CSS,TypeScript,REST API,Redux",224300.0,USD
United States,New York,UX Designer,1,Bachelor,Startup,Full-time,"Prototyping,HTML,User Testing,Sketch,CSS",115100.0,USD
United States,Los Angeles,Database Administrator,0,Master,Startup,Contract,"SQL,PostgreSQL,MySQL,Performance Tuning",125800.0,USD
United States,Chicago,Frontend Developer,3,Bachelor,Enterprise,Full-time,"Node.js,Webpack,Redux,REST API",154100.0,USD
United States,Boston,Scrum Master,5,Bachelor,Small,Full-time,"Kanban,Stakeholder Management,Coaching,Facilitation,Risk Management",161600.0,USD
United States,San Francisco,Solutions Architect,0,Bachelor,Small,Part-time,"Kubernetes,Security,Microservices,REST API,Azure,AWS,Networking,Docker",131700.0,USD
United States,San Francisco,IT Manager,0,Master,Large,Contract,"Leadership,Cloud,Budgeting",206700.0,USD
United States,San Francisco,UX Designer,3,PhD,Startup,Full-time,"UX Research,Adobe XD,Prototyping,HTML,CSS,Sketch,Wireframing",187500.0,USD
United States,Seattle,Frontend Developer,0,Master,Medium,Full-time,"Webpack,TypeScript,React,Git",136000.0,USD
United States,Austin,Computer Vision Engineer,0,Master,Small,Full-time,"Scikit-learn,TensorFlow,Image Processing",147700.0,USD
United States,Denver,QA Engineer,5,Bachelor,Startup,Full-time,"Python,REST API,Agile",127500.0,USD
United States,Atlanta,Prompt Engineer,4,Bachelor,Large,Full-time,"LangChain,Communication,Prompt Design,Python,ChatGPT,Transformers,Research,API Integration",150100.0,USD
United States,Boston,Blockchain Developer,13,Master,Medium,Contract,"Solidity,Cryptography,Python",299700.0,USD
United States,Austin,Prompt Engineer,1,Master,Small,Internship,"Communication,Machine Learning,Research,Prompt Design,API Integration,LangChain,ChatGPT",56400.0,USD
United States,Remote,Business Analyst,1,Bachelor,Small,Contract,"Tableau,Jira,SQL",97900.0,USD
United States,Atlanta,AI Engineer,4,Associate,Startup,Full-time,"Deep Learning,PyTorch,Machine Learning,NLP,AWS,TensorFlow,Docker",156600.0,USD
United States,Los Angeles,Research Scientist,16,Master,Startup,Full-time,"TensorFlow,Scikit-learn,Research,NumPy,Python,PyTorch",336300.0,USD
United States,Seattle,Cybersecurity Analyst,3,Master,Medium,Full-time,"Risk Analysis,Network Security,SIEM",174200.0,USD
United States,Chicago,Computer Vision Engineer,1,Bachelor,Enterprise,Full-time,"OpenCV,PyTorch,YOLO,Machine Learning,NumPy",168100.0,USD
United States,Atlanta,Prompt Engineer,10,Bachelor,Large,Full-time,"Python,Communication,LangChain,Machine Learning",187100.0,USD
United States,Remote,Backend Developer,4,PhD,Startup,Full-time,"Redis,Docker,Python,Kubernetes,Git,PostgreSQL",163900.0,USD
United States,New York,Prompt Engineer,1,PhD,Startup,Full-time,"LangChain,Research,Prompt Design,Transformers",181600.0,USD
United States,Atlanta,Prompt Engineer,13,Master,Small,Full-time,"Communication,Transformers,Research,NLP,LangChain,Machine Learning,ChatGPT,Prompt Design",216800.0,USD
United States,New York,Cybersecurity Analyst,1,Bachelor,Medium,Full-time,"Incident Response,Linux,SIEM,Risk Analysis,Compliance,Firewalls,Penetration Testing",154700.0,USD
United States,Boston,Machine Learning Engineer,10,Bachelor,Enterprise,Internship,"Docker,Machine Learning,PyTorch,Python,MLflow,AWS,Kubernetes",51700.0,USD
United States,San Francisco,Database Administrator,4,Bachelor,Enterprise,Full-time,"Oracle,MongoDB,Python,Linux,Backup Recovery",207500.0,USD
United States,New York,Software Engineer,3,Bachelor,Large,Full-time,"SQL,Java,Python",172500.0,USD
United States,Chicago,Product Manager,1,Master,Large,Part-time,"A/B Testing,Agile,Product Strategy,Communication,Jira,Stakeholder Management,SQL,Roadmapping",107300.0,USD
United States,Austin,Systems Analyst,0,Bachelor,Startup,Full-time,"Python,System Design,Process Mapping,Communication,SQL,Excel",79800.0,USD
United States,Chicago,Data Architect,1,Bachelor,Medium,Full-time,"SQL,PostgreSQL,Spark,Data Modeling",157900.0,USD
United States,Austin,QA Engineer,1,Master,Small,Full-time,"Jira,JUnit,Manual Testing,Test Automation,REST API,Python",97900.0,USD
United States,San Francisco,Cybersecurity Analyst,1,Bachelor,Large,Full-time,"Firewalls,Encryption,Compliance",175300.0,USD
United States,Los Angeles,Business Analyst,0,Bachelor,Enterprise,Full-time,"Data Visualization,Jira,Process Mapping,Stakeholder Management,SQL,Power BI,Agile",116100.0,USD
United States,Atlanta,DevOps Engineer,3,Master,Startup,Full-time,"Docker,Ansible,Git",140100.0,USD
United States,Los Angeles,Data Architect,2,Bachelor,Startup,Full-time,"Data Modeling,AWS,Kafka,Spark,Python,SQL,Architecture",187100.0,USD
United States,Chicago,Product Manager,0,Master,Small,Contract,"Stakeholder Management,Roadmapping,Product Strategy,SQL,A/B Testing,Jira,Data Analysis",148500.0,USD
United States,Chicago,Data Engineer,2,Bachelor,Medium,Full-time,"AWS,Hadoop,Kafka,PostgreSQL,Spark",146700.0,USD
United States,San Francisco,Mobile Developer,0,Master,Enterprise,Full-time,"Firebase,iOS,React Native,Git,Android,Java,Flutter,REST API",195700.0,USD
United States,New York,Prompt Engineer,12,Master,Startup,Part-time,"ChatGPT,Transformers,API Integration,Machine Learning,Research,Prompt Design,NLP,Communication",165400.0,USD
United States,San Francisco,QA Engineer,1,Bachelor,Startup,Part-time,"JUnit,Git,Python",69500.0,USD
United States,San Francisco,Machine Learning Engineer,5,Bachelor,Large,Full-time,"Docker,TensorFlow,PyTorch,MLflow,AWS,Deep Learning,Python,Kubernetes",269600.0,USD
United States,Denver,Data Architect,1,Master,Enterprise,Full-time,"PostgreSQL,Python,SQL,Data Modeling,Azure,ETL",178000.0,USD
United States,Austin,Business Analyst,2,Bachelor,Small,Full-time,"Process Mapping,Data Visualization,Jira,Excel",95800.0,USD
United States,Remote,Data Architect,12,Bachelor,Startup,Full-time,"Python,AWS,Spark,SQL,PostgreSQL,Kafka",220400.0,USD
United States,Denver,Full Stack Developer,9,Bachelor,Enterprise,Internship,"MongoDB,REST API,SQL,Git,Python",59700.0,USD
United States,Boston,Solutions Architect,6,Master,Medium,Full-time,"Kubernetes,System Design,AWS",245300.0,USD
United States,San Francisco,Data Architect,7,Bachelor,Enterprise,Full-time,"Kafka,ETL,Azure,Python,AWS,Architecture,SQL,Data Modeling",303700.0,USD
United States,Atlanta,NLP Engineer,7,Bachelor,Medium,Full-time,"PyTorch,Python,Deep Learning,BERT",182000.0,USD
United States,Seattle,Business Analyst,6,Bachelor,Medium,Full-time,"Process Mapping,SQL,Excel",162800.0,USD
United States,Chicago,Systems Analyst,10,High School,Small,Full-time,"Python,SQL,Process Mapping",159200.0,USD
United States,Chicago,Systems Analyst,1,Bachelor,Startup,Full-time,"Python,Excel,Agile,Requirements Gathering,UML",103000.0,USD
United States,Remote,Full Stack Developer,3,Master,Medium,Full-time,"SQL,Docker,JavaScript,MongoDB",137000.0,USD
United States,Remote,Database Administrator,4,PhD,Small,Full-time,"MongoDB,Linux,Backup Recovery,MySQL",176400.0,USD
United States,Austin,Computer Vision Engineer,0,High School,Enterprise,Internship,"YOLO,Deep Learning,OpenCV,PyTorch,Image Processing,Scikit-learn,Python,Machine Learning",56500.0,USD
United States,Denver,Mobile Developer,3,Master,Startup,Full-time,"iOS,Swift,REST API,Android,Java,React Native,Kotlin",152300.0,USD
United States,Denver,Scrum Master,0,Master,Startup,Full-time,"Leadership,Stakeholder Management,Kanban,Scrum,Agile,Coaching,Jira",114100.0,USD
United States,New York,Systems Analyst,4,Master,Small,Full-time,"Process Mapping,Agile,System Design,Communication,UML,Excel,SQL,Documentation",186400.0,USD
United States,Denver,Data Architect,0,Bachelor,Small,Part-time,"PostgreSQL,Architecture,SQL,Azure,Kafka,ETL,AWS,Spark",96500.0,USD
United States,Boston,Systems Analyst,3,Bachelor,Large,Full-time,"Communication,Agile,Excel,Python,Documentation,Requirements Gathering,System Design,Process Mapping",152700.0,USD
United States,New York,Database Administrator,2,Bachelor,Enterprise,Full-time,"Performance Tuning,Oracle,PostgreSQL,Linux",184300.0,USD
United States,Los Angeles,UX Designer,0,Bachelor,Large,Full-time,"Sketch,User Testing,Communication,Figma,UX Research,Wireframing,CSS,HTML",113600.0,USD
United States,Denver,Mobile Developer,2,PhD,Large,Internship,"Kotlin,Swift,REST API,Git",53100.0,USD
United States,Austin,Research Scientist,5,Bachelor,Startup,Part-time,"TensorFlow,PyTorch,Statistics,Research,Publication,Python,Deep Learning",111600.0,USD
United States,Remote,Data Engineer,4,PhD,Large,Contract,"ETL,Hadoop,SQL,Python,Airflow,Spark,PostgreSQL,Scala",235100.0,USD
United States,Atlanta,IT Manager,2,Bachelor,Enterprise,Full-time,"Vendor Management,Project Management,Communication,Budgeting,Leadership,Agile",146300.0,USD
United States,Denver,Data Analyst,2,Master,Small,Full-time,"Statistics,Tableau,Python",101000.0,USD
United States,Chicago,Scrum Master,0,Master,Startup,Internship,"Jira,Communication,Risk Management,Facilitation,Leadership,Kanban,Agile",61800.0,USD
United States,Chicago,Scrum Master,14,Master,Startup,Full-time,"Agile,Jira,Risk Management,Stakeholder Management,Coaching",233300.0,USD
United States,Denver,QA Engineer,2,Master,Large,Full-time,"Jira,REST API,Test Automation,Agile",130500.0,USD
United States,Chicago,Cybersecurity Analyst,2,High School,Enterprise,Full-time,"Encryption,Linux,SIEM,Python,Risk Analysis,Network Security",138800.0,USD
United States,San Francisco,Solutions Architect,0,Master,Small,Full-time,"AWS,REST API,Python,Networking,System Design,Azure,Microservices",224400.0,USD
United States,Boston,Frontend Developer,3,PhD,Enterprise,Internship,"TypeScript,HTML,Git",52200.0,USD
United States,New York,Computer Vision Engineer,17,Bachelor,Medium,Full-time,"Machine Learning,Image Processing,Deep Learning,Scikit-learn",337400.0,USD
United States,Boston,Full Stack Developer,1,Bachelor,Enterprise,Internship,"Docker,REST API,React,JavaScript",60200.0,USD
United States,Boston,Database Administrator,1,Bachelor,Medium,Full-time,"MySQL,Linux,Python,Backup Recovery,Security,Oracle",126800.0,USD
United States,Los Angeles,Network Engineer,1,Bachelor,Startup,Full-time,"Networking,Security,Firewall,Switching",103400.0,USD
United States,Los Angeles,Mobile Developer,9,Bachelor,Enterprise,Part-time,"Swift,Git,REST API,Kotlin",154100.0,USD
United States,Los Angeles,Cybersecurity Analyst,2,Bachelor,Enterprise,Full-time,"Linux,Network Security,Python,Incident Response",180300.0,USD
United States,Chicago,AI Engineer,7,Bachelor,Enterprise,Full-time,"AWS,Machine Learning,MLflow",207800.0,USD
United States,New York,Data Architect,8,Bachelor,Large,Full-time,"PostgreSQL,ETL,Python,Spark",267500.0,USD
United States,Austin,NLP Engineer,6,Master,Startup,Part-time,"TensorFlow,NLP,Transformers,Scikit-learn,Machine Learning,BERT",118500.0,USD
United States,Boston,Product Manager,1,Bachelor,Enterprise,Part-time,"Jira,UX Research,Data Analysis,Communication,A/B Testing,Agile,Product Strategy",111300.0,USD
United States,Remote,Systems Analyst,0,Bachelor,Small,Contract,"System Design,Documentation,Agile,SQL,Excel,UML,Communication,Process Mapping",103500.0,USD
United States,Chicago,Cloud Architect,0,Bachelor,Startup,Contract,"GCP,Terraform,Python,Kubernetes,Azure",168800.0,USD
United States,New York,Blockchain Developer,5,Bachelor,Enterprise,Full-time,"Docker,Node.js,Smart Contracts",225000.0,USD
United States,Denver,Research Scientist,6,Bachelor,Small,Full-time,"Research,TensorFlow,Statistics,Machine Learning,PyTorch,Python,Scikit-learn",206000.0,USD
United States,New York,Database Administrator,6,Master,Large,Full-time,"SQL,PostgreSQL,Oracle,Linux,Performance Tuning",224700.0,USD
United States,Boston,Cybersecurity Analyst,1,Bachelor,Small,Full-time,"SIEM,Incident Response,Penetration Testing",140400.0,USD
United States,Atlanta,DevOps Engineer,0,Bachelor,Startup,Full-time,"Git,Docker,AWS,Python,Ansible,Jenkins,Kubernetes",111100.0,USD
United States,New York,AI Engineer,11,Bachelor,Startup,Full-time,"NLP,PyTorch,Deep Learning,Python,Machine Learning,Computer Vision",284800.0,USD
United States,New York,Backend Developer,4,Master,Medium,Contract,"Kubernetes,Java,SQL,Microservices,Docker,Git",219300.0,USD
United States,New York,UX Designer,6,Bachelor,Medium,Internship,"UX Research,Adobe XD,HTML",66400.0,USD
United States,Chicago,Mobile Developer,0,Bachelor,Medium,Full-time,"iOS,Firebase,React Native,Java,Android",104500.0,USD
United States,Boston,Data Architect,2,Master,Large,Contract,"Data Modeling,Spark,SQL,Architecture",225600.0,USD
United States,Atlanta,Data Analyst,0,Bachelor,Startup,Full-time,"R,Data Visualization,SQL,Statistics,Power BI",73000.0,USD
United States,Austin,Data Scientist,4,Master,Large,Full-time,"NumPy,Machine Learning,SQL,TensorFlow,Data Visualization,Statistics",187600.0,USD
United States,San Francisco,DevOps Engineer,3,Associate,Startup,Full-time,"CI/CD,Terraform,Ansible,Docker,Linux",188400.0,USD
United States,Denver,Cybersecurity Analyst,2,Master,Medium,Part-time,"Linux,Network Security,Incident Response,SIEM,Encryption,Risk Analysis,Penetration Testing",72600.0,USD
United States,Los Angeles,Solutions Architect,10,Associate,Medium,Full-time,"AWS,Python,Microservices,REST API,Azure,Security",262700.0,USD
United States,Atlanta,Backend Developer,6,PhD,Small,Full-time,"Microservices,SQL,Kubernetes,Python,Git,REST API,Java,PostgreSQL",186100.0,USD
United States,Seattle,Blockchain Developer,14,Master,Medium,Full-time,"JavaScript,Solidity,Cryptography",296800.0,USD
United States,Remote,IT Manager,0,Bachelor,Medium,Contract,"SQL,ITIL,Communication,Project Management,Agile,Leadership",139000.0,USD
United States,Chicago,MLOps Engineer,4,Bachelor,Enterprise,Full-time,"Monitoring,CI/CD,Git,AWS,MLflow,Airflow,Kubernetes",203500.0,USD
United States,San Francisco,Data Analyst,4,Master,Startup,Full-time,"Pandas,R,Python,Statistics,Power BI,Excel,Data Visualization",171200.0,USD
United States,New York,QA Engineer,0,Bachelor,Medium,Full-time,"Git,Jira,Test Automation,JUnit,Manual Testing,Java,Agile",109700.0,USD
United States,Boston,Cloud Architect,6,Master,Enterprise,Full-time,"Security,Kubernetes,AWS,Docker,Python,Azure,Linux,Networking",272800.0,USD
United States,Remote,Computer Vision Engineer,0,Associate,Enterprise,Contract,"OpenCV,Scikit-learn,TensorFlow,Deep Learning",162000.0,USD
United States,New York,AI Engineer,5,Master,Enterprise,Full-time,"Docker,MLflow,NLP,AWS,PyTorch,TensorFlow",270000.0,USD
United States,Denver,Mobile Developer,0,Bachelor,Medium,Full-time,"REST API,Firebase,Java,Swift,iOS",113100.0,USD
United States,Boston,Research Scientist,4,Master,Large,Full-time,"Research,Python,NumPy,Statistics,Scikit-learn,TensorFlow,Machine Learning",242600.0,USD
United States,Atlanta,Computer Vision Engineer,3,Bachelor,Large,Full-time,"TensorFlow,PyTorch,YOLO,Deep Learning,NumPy,Scikit-learn,OpenCV",169400.0,USD
United States,Seattle,Prompt Engineer,2,Bachelor,Startup,Full-time,"API Integration,Prompt Design,NLP,Transformers",133500.0,USD
United States,Los Angeles,Data Scientist,2,Bachelor,Large,Full-time,"Statistics,NumPy,TensorFlow,SQL,Machine Learning,Deep Learning",152600.0,USD
United States,Austin,Systems Analyst,2,Bachelor,Medium,Full-time,"Documentation,System Design,Agile,Process Mapping,Requirements Gathering,SQL",111800.0,USD
United States,Chicago,Backend Developer,2,Bachelor,Startup,Contract,"Python,Git,PostgreSQL",124200.0,USD
United States,Chicago,Solutions Architect,1,High School,Startup,Full-time,"Security,Kubernetes,REST API,Python,System Design,Azure",139600.0,USD
United States,Boston,Data Architect,12,Master,Startup,Internship,"Architecture,Azure,Python,SQL,PostgreSQL,AWS,Spark,Kafka",57100.0,USD
United States,Remote,Database Administrator,15,Bachelor,Small,Full-time,"MongoDB,PostgreSQL,Python,Backup Recovery,Performance Tuning",232700.0,USD
United States,Boston,Blockchain Developer,1,Bachelor,Medium,Full-time,"Solidity,Docker,JavaScript,Node.js",167800.0,USD
United States,Austin,Scrum Master,6,Bachelor,Medium,Contract,"Kanban,Facilitation,Coaching,Jira,Communication,Scrum",168400.0,USD
United States,Atlanta,IT Manager,6,Bachelor,Large,Full-time,"SQL,Risk Management,Budgeting,Agile,ITIL,Project Management",174000.0,USD
United States,Chicago,AI Engineer,9,Bachelor,Large,Contract,"NLP,Deep Learning,Computer Vision,Python,Machine Learning,AWS,PyTorch,TensorFlow",279500.0,USD
United States,Los Angeles,Machine Learning Engineer,0,Bachelor,Medium,Part-time,"Deep Learning,MLflow,PyTorch,Python,Kubernetes,AWS,TensorFlow",92700.0,USD
United States,Seattle,Blockchain Developer,1,Bachelor,Small,Full-time,"Smart Contracts,Node.js,JavaScript",162100.0,USD
United States,Boston,Business Analyst,0,PhD,Enterprise,Part-time,"Process Mapping,Requirements Gathering,Data Visualization,Excel,Agile,Power BI,Jira,Stakeholder Management",100800.0,USD
United States,Austin,Business Analyst,2,Master,Small,Full-time,"SQL,Excel,Jira,Data Visualization",109800.0,USD
United States,Boston,Business Analyst,3,PhD,Small,Full-time,"Data Visualization,SQL,Tableau",149400.0,USD
United States,New York,Cybersecurity Analyst,10,Associate,Large,Full-time,"Incident Response,Compliance,Encryption,Linux,Python,Network Security,SIEM",252000.0,USD
United States,Boston,Cybersecurity Analyst,8,Associate,Small,Contract,"Compliance,Python,Network Security,Penetration Testing,Incident Response",220700.0,USD
United States,Chicago,Software Engineer,3,Associate,Large,Full-time,"Python,Agile,System Design,Java,JavaScript,Docker",156200.0,USD
United States,Remote,Cloud Architect,0,Master,Large,Full-time,"AWS,Python,GCP,Linux,Networking,Terraform,Security",172200.0,USD
United States,Remote,Cybersecurity Analyst,1,Master,Startup,Full-time,"Linux,Risk Analysis,Penetration Testing,Python",136300.0,USD
United States,Seattle,UX Designer,0,Bachelor,Small,Full-time,"CSS,UX Research,Adobe XD,Prototyping,Communication,User Testing,HTML",111800.0,USD
United States,Austin,IT Manager,4,Bachelor,Small,Full-time,"Risk Management,Project Management,Communication",155100.0,USD
United States,San Francisco,Data Scientist,5,Bachelor,Small,Full-time,"NumPy,Pandas,Python",216600.0,USD
United States,Atlanta,Computer Vision Engineer,4,PhD,Medium,Full-time,"NumPy,YOLO,OpenCV,PyTorch,Scikit-learn",196200.0,USD
United States,Seattle,Database Administrator,1,Bachelor,Enterprise,Full-time,"PostgreSQL,MySQL,MongoDB",150600.0,USD
United States,Remote,Product Manager,11,Master,Enterprise,Full-time,"Communication,Roadmapping,A/B Testing,Agile",249600.0,USD
United States,Los Angeles,Backend Developer,3,Bachelor,Medium,Full-time,"PostgreSQL,SQL,Redis,Docker,Kubernetes",157500.0,USD
United States,San Francisco,IT Manager,4,Bachelor,Small,Full-time,"Budgeting,Vendor Management,Communication,Leadership,Project Management",208500.0,USD
United States,Boston,MLOps Engineer,7,Bachelor,Large,Contract,"Docker,Python,CI/CD,Monitoring,Airflow,AWS,MLflow,Machine Learning",273200.0,USD
United States,Remote,Backend Developer,0,Bachelor,Medium,Full-time,"PostgreSQL,Python,Redis,Git,Kubernetes,REST API,SQL,Microservices",118400.0,USD
United States,Boston,Systems Analyst,1,Bachelor,Large,Full-time,"Python,Requirements Gathering,System Design,Documentation,Communication,Excel",134200.0,USD
United States,Boston,Full Stack Developer,4,Bachelor,Medium,Full-time,"REST API,JavaScript,Node.js,Git",166800.0,USD
United States,San Francisco,Product Manager,4,Master,Small,Part-time,"SQL,Communication,Stakeholder Management,Roadmapping,A/B Testing,Jira,Product Strategy,UX Research",137600.0,USD
United States,Chicago,Data Engineer,2,Master,Small,Full-time,"AWS,PostgreSQL,ETL,Python,SQL,Spark,Kafka,Scala",160500.0,USD
United States,Boston,Data Scientist,6,Master,Medium,Contract,"Python,Data Visualization,Statistics,NumPy,SQL,TensorFlow,Scikit-learn",237800.0,USD
United States,San Francisco,Frontend Developer,1,Bachelor,Small,Full-time,"Node.js,TypeScript,Webpack,Redux,CSS",135000.0,USD
United States,Denver,Blockchain Developer,0,Bachelor,Startup,Full-time,"JavaScript,Ethereum,Smart Contracts,Cryptography,Docker",124600.0,USD
United States,Los Angeles,Frontend Developer,1,Master,Medium,Full-time,"Node.js,Webpack,React,JavaScript,REST API",127800.0,USD
United States,Chicago,Database Administrator,15,Bachelor,Small,Full-time,"MySQL,Linux,MongoDB",228600.0,USD
United States,Austin,MLOps Engineer,6,Bachelor,Large,Full-time,"CI/CD,Airflow,Python",190900.0,USD
United States,San Francisco,Product Manager,1,Master,Enterprise,Full-time,"SQL,Jira,Communication",220700.0,USD
United States,Denver,Blockchain Developer,1,Bachelor,Enterprise,Full-time,"Node.js,Docker,Web3.js,JavaScript",151900.0,USD
United States,San Francisco,Machine Learning Engineer,7,Master,Small,Full-time,"TensorFlow,Docker,Deep Learning,MLflow,Machine Learning,Python,Scikit-learn",284300.0,USD
United States,Atlanta,Business Analyst,1,Bachelor,Large,Full-time,"Process Mapping,Requirements Gathering,Power BI,Data Visualization,SQL,Agile,Excel",98200.0,USD
United States,Los Angeles,Scrum Master,3,Bachelor,Large,Full-time,"Stakeholder Management,Facilitation,Coaching,Agile,Leadership",152700.0,USD
United States,Boston,Software Engineer,3,Bachelor,Enterprise,Full-time,"System Design,Git,Agile,Python",172700.0,USD
United States,New York,UX Designer,2,Master,Startup,Contract,"HTML,Figma,UX Research,Wireframing",167800.0,USD
United States,Denver,Data Scientist,2,Bachelor,Startup,Full-time,"NumPy,Python,Statistics,Scikit-learn,Data Visualization",125500.0,USD
United States,Atlanta,AI Engineer,5,Bachelor,Medium,Full-time,"Machine Learning,Docker,NLP,Deep Learning,AWS,PyTorch,TensorFlow,Python",180600.0,USD
United States,Seattle,Frontend Developer,0,Bachelor,Medium,Full-time,"Git,Redux,HTML,Node.js,REST API,JavaScript,CSS",114600.0,USD
United States,Remote,Mobile Developer,2,Bachelor,Large,Part-time,"React Native,iOS,Java,REST API",78300.0,USD
United States,Denver,Prompt Engineer,15,Bachelor,Enterprise,Full-time,"Prompt Design,Research,ChatGPT,Communication",245600.0,USD
United States,Remote,Data Engineer,6,Bachelor,Small,Full-time,"PostgreSQL,Scala,Python,Hadoop,SQL,ETL,Kafka,Spark",180300.0,USD
United States,Boston,Mobile Developer,0,Associate,Medium,Contract,"Java,Android,Flutter,React Native,REST API,Git",108000.0,USD
United States,Remote,Cloud Architect,2,Bachelor,Startup,Contract,"Docker,GCP,AWS,Azure,Terraform",190200.0,USD
United States,Austin,Cloud Architect,0,Bachelor,Large,Full-time,"Linux,Docker,GCP,Python,Terraform",159500.0,USD
United States,Remote,Systems Analyst,2,Bachelor,Medium,Full-time,"Agile,System Design,Process Mapping,Requirements Gathering,Excel,UML,SQL",123500.0,USD
United States,Atlanta,Full Stack Developer,0,Bachelor,Large,Full-time,"Docker,Git,REST API,TypeScript,MongoDB,Node.js,JavaScript,React",106900.0,USD
United States,Chicago,Prompt Engineer,2,Bachelor,Small,Internship,"LangChain,API Integration,Communication,Research,Prompt Design",47900.0,USD
United States,Austin,NLP Engineer,3,Master,Medium,Contract,"Machine Learning,Transformers,Python,Hugging Face,PyTorch,BERT,TensorFlow,Deep Learning",211900.0,USD
United States,Boston,Cybersecurity Analyst,2,Bachelor,Enterprise,Full-time,"Network Security,Risk Analysis,Firewalls",168600.0,USD
United States,Boston,Cloud Architect,3,PhD,Small,Contract,"Security,Terraform,Azure,Linux,GCP,Docker,Networking,Kubernetes",267000.0,USD
United States,New York,Prompt Engineer,18,Bachelor,Startup,Full-time,"Communication,Machine Learning,LangChain,Python,Prompt Design",303600.0,USD
United States,Boston,Solutions Architect,1,Bachelor,Large,Full-time,"Security,AWS,REST API,Microservices,Kubernetes,System Design,Python,Docker",202000.0,USD
United States,Seattle,Network Engineer,3,Bachelor,Small,Full-time,"Routing,Switching,Firewall,Python,VPN,Networking,Linux,Cisco",147800.0,USD
United States,Boston,Network Engineer,2,Bachelor,Small,Full-time,"Switching,VPN,Firewall,Security,Networking,Cisco",128200.0,USD
United States,San Francisco,NLP Engineer,7,Bachelor,Small,Full-time,"BERT,Transformers,Scikit-learn,Machine Learning,Deep Learning,Hugging Face",275200.0,USD
United States,Denver,Mobile Developer,1,Bachelor,Large,Full-time,"Kotlin,Swift,Firebase,iOS,Git,React Native,Java,REST API",122200.0,USD
United States,Atlanta,Cloud Architect,4,Bachelor,Enterprise,Internship,"Azure,Python,Linux,Security,Terraform",47100.0,USD
United States,Atlanta,Network Engineer,5,Bachelor,Large,Part-time,"Networking,TCP/IP,Linux,Firewall,VPN,Switching,Cisco",94300.0,USD
